county,code,age_group,year,deaths,pop,age,mx
"Butte County, CA",6007,25-34 years,2005,25,22755,25,0.001098659635245001
"Butte County, CA",6007,25-34 years,2006,44,23118,25,0.0019032788303486462
"Butte County, CA",6007,25-34 years,2007,30,23750,25,0.0012631578947368421
"Butte County, CA",6007,25-34 years,2008,29,24634,25,0.001177234716245839
"Butte County, CA",6007,25-34 years,2009,37,25704,25,0.0014394646747587924
"Butte County, CA",6007,25-34 years,2010,32,26681,25,0.0011993553465012557
"Butte County, CA",6007,25-34 years,2011,30,26614,25,0.0011272262718869767
"Butte County, CA",6007,25-34 years,2012,38,26272,25,0.0014464068209500609
"Butte County, CA",6007,25-34 years,2013,36,26528,25,0.0013570566948130278
"Butte County, CA",6007,25-34 years,2014,26,27297,25,9.524856211305272e-4
"Butte County, CA",6007,25-34 years,2015,32,28007,25,0.0011425714999821473
"Butte County, CA",6007,25-34 years,2016,35,29115,25,0.0012021294865189765
"Butte County, CA",6007,35-44 years,1999,72,27448,35,0.0026231419411250363
"Butte County, CA",6007,35-44 years,2000,55,27249,35,0.0020184226944108042
"Butte County, CA",6007,35-44 years,2001,77,26825,35,0.0028704566635601118
"Butte County, CA",6007,35-44 years,2002,61,26317,35,0.0023178933769046626
"Butte County, CA",6007,35-44 years,2003,68,25876,35,0.002627917761632401
"Butte County, CA",6007,35-44 years,2004,64,25372,35,0.0025224657102317517
"Butte County, CA",6007,35-44 years,2005,60,25151,35,0.0023855910301777265
"Butte County, CA",6007,35-44 years,2006,75,24916,35,0.0030101139829828223
"Butte County, CA",6007,35-44 years,2007,58,24427,35,0.0023744217464281327
"Butte County, CA",6007,35-44 years,2008,51,24002,35,0.0021248229314223817
"Butte County, CA",6007,35-44 years,2009,62,23565,35,0.002631020581370677
"Butte County, CA",6007,35-44 years,2010,60,23329,35,0.0025719062111534997
"Butte County, CA",6007,35-44 years,2011,50,22961,35,0.0021776055049867165
"Butte County, CA",6007,35-44 years,2012,58,22869,35,0.0025361843543661726
"Butte County, CA",6007,35-44 years,2013,42,22967,35,0.001828710758914965
"Butte County, CA",6007,35-44 years,2014,45,23174,35,0.0019418313627340986
"Butte County, CA",6007,35-44 years,2015,46,23490,35,0.0019582801191996594
"Butte County, CA",6007,35-44 years,2016,63,23844,35,0.002642174131857071
"Butte County, CA",6007,45-54 years,1999,117,25824,45,0.0045306691449814125
"Butte County, CA",6007,45-54 years,2000,151,26809,45,0.005632436868215898
"Butte County, CA",6007,45-54 years,2001,120,28014,45,0.004283572499464553
"Butte County, CA",6007,45-54 years,2002,173,28385,45,0.006094768363572309
"Butte County, CA",6007,45-54 years,2003,163,28969,45,0.005626704408160447
"Butte County, CA",6007,45-54 years,2004,163,29353,45,0.0055530950839777875
"Butte County, CA",6007,45-54 years,2005,138,29563,45,0.004667997158610425
"Butte County, CA",6007,45-54 years,2006,177,29944,45,0.005911033930002672
"Butte County, CA",6007,45-54 years,2007,189,29837,45,0.006334416999028053
"Butte County, CA",6007,45-54 years,2008,180,29759,45,0.00604859034241742
"Butte County, CA",6007,45-54 years,2009,181,29277,45,0.0061823274242579496
"Butte County, CA",6007,45-54 years,2010,149,28877,45,0.005159815770336254
"Butte County, CA",6007,45-54 years,2011,134,27847,45,0.004812008474880598
"Butte County, CA",6007,45-54 years,2012,149,27056,45,0.005507096392667061
"Butte County, CA",6007,45-54 years,2013,126,26276,45,0.004795250418632973
"Butte County, CA",6007,45-54 years,2014,127,25708,45,0.004940096468025517
"Butte County, CA",6007,45-54 years,2015,141,25256,45,0.005582831802343998
"Butte County, CA",6007,45-54 years,2016,124,24839,45,0.004992149442409115
"Butte County, CA",6007,55-64 years,1999,194,17043,55,0.011382972481370652
"Butte County, CA",6007,55-64 years,2000,156,17471,55,0.008929082479537519
"Butte County, CA",6007,55-64 years,2001,209,18290,55,0.011427009294696555
"Butte County, CA",6007,55-64 years,2002,202,19798,55,0.010203050813213457
"Butte County, CA",6007,55-64 years,2003,223,21062,55,0.010587788434146804
"Butte County, CA",6007,55-64 years,2004,224,22409,55,0.009995983756526395
"Butte County, CA",6007,55-64 years,2005,232,23731,55,0.009776242046268594
"Butte County, CA",6007,55-64 years,2006,247,25104,55,0.009839069471000637
"Butte County, CA",6007,55-64 years,2007,252,26231,55,0.009606953604513743
"Butte County, CA",6007,55-64 years,2008,252,27367,55,0.009208170424233567
"Butte County, CA",6007,55-64 years,2009,267,28360,55,0.009414668547249648
"Butte County, CA",6007,55-64 years,2010,318,28878,55,0.011011842925410346
"Butte County, CA",6007,55-64 years,2011,263,29588,55,0.00888873867784237
"Butte County, CA",6007,55-64 years,2012,279,29461,55,0.009470146973965582
"Butte County, CA",6007,55-64 years,2013,279,29580,55,0.009432048681541582
"Butte County, CA",6007,55-64 years,2014,324,29767,55,0.010884536567339672
"Butte County, CA",6007,55-64 years,2015,330,29761,55,0.011088337085447398
"Butte County, CA",6007,55-64 years,2016,348,29690,55,0.011721118221623443
"Butte County, CA",6007,65-74 years,1999,387,15481,65,0.02499838511724049
"Butte County, CA",6007,65-74 years,2000,358,15207,65,0.02354178996514763
"Butte County, CA",6007,65-74 years,2001,361,15021,65,0.02403302043805339
"Butte County, CA",6007,65-74 years,2002,370,14726,65,0.02512562814070352
"Butte County, CA",6007,65-74 years,2003,319,14790,65,0.021568627450980392
"Butte County, CA",6007,65-74 years,2004,330,14774,65,0.022336537159875457
"Butte County, CA",6007,65-74 years,2005,296,14872,65,0.019903173749327596
"Butte County, CA",6007,65-74 years,2006,346,15269,65,0.022660292095094636
"Butte County, CA",6007,65-74 years,2007,325,15703,65,0.02069668216264408
"Butte County, CA",6007,65-74 years,2008,362,16326,65,0.022173220629670466
"Butte County, CA",6007,65-74 years,2009,362,16908,65,0.021409983439791815
"Butte County, CA",6007,65-74 years,2010,346,17185,65,0.0201338376491126
"Butte County, CA",6007,65-74 years,2011,359,17747,65,0.020228771059897448
"Butte County, CA",6007,65-74 years,2012,396,19131,65,0.020699388427160105
"Butte County, CA",6007,65-74 years,2013,386,20262,65,0.019050439245878986
"Butte County, CA",6007,65-74 years,2014,361,21361,65,0.01689995786714105
"Butte County, CA",6007,65-74 years,2015,433,22495,65,0.01924872193820849
"Butte County, CA",6007,65-74 years,2016,466,23517,65,0.019815452651273546
"Butte County, CA",6007,75-84 years,1999,666,12494,75,0.05330558668160717
"Butte County, CA",6007,75-84 years,2000,719,12630,75,0.05692794932699921
"Butte County, CA",6007,75-84 years,2001,706,12621,75,0.055938515173124155
"Butte County, CA",6007,75-84 years,2002,735,12608,75,0.058296319796954314
"Butte County, CA",6007,75-84 years,2003,685,12454,75,0.05500240886462181
"Butte County, CA",6007,75-84 years,2004,664,12363,75,0.053708646768583675
"Butte County, CA",6007,75-84 years,2005,644,12264,75,0.05251141552511415
"Butte County, CA",6007,75-84 years,2006,620,11867,75,0.05224572343473498
"Butte County, CA",6007,75-84 years,2007,634,11583,75,0.0547353880687214
"Butte County, CA",6007,75-84 years,2008,611,11280,75,0.05416666666666667
"Butte County, CA",6007,75-84 years,2009,517,10994,75,0.04702565035473895
"Butte County, CA",6007,75-84 years,2010,510,10962,75,0.046524356869184456
"Butte County, CA",6007,75-84 years,2011,549,10831,75,0.05068784045794479
"Butte County, CA",6007,75-84 years,2012,544,10892,75,0.049944913698127064
"Butte County, CA",6007,75-84 years,2013,482,10911,75,0.04417560260287783
"Butte County, CA",6007,75-84 years,2014,495,11043,75,0.04482477587612062
"Butte County, CA",6007,75-84 years,2015,553,11247,75,0.04916866720014226
"Butte County, CA",6007,75-84 years,2016,509,11543,75,0.04409598891102833
"Butte County, CA",6007,85+ years,1999,634,4093,85,0.15489860737845101
"Butte County, CA",6007,85+ years,2000,633,4219,85,0.15003555344868452
"Butte County, CA",6007,85+ years,2001,696,4427,85,0.15721707702733229
"Butte County, CA",6007,85+ years,2002,651,4479,85,0.14534494306764903
"Butte County, CA",6007,85+ years,2003,664,4678,85,0.14194100042753313
"Butte County, CA",6007,85+ years,2004,657,4760,85,0.13802521008403362
"Butte County, CA",6007,85+ years,2005,704,4973,85,0.14156444801930423
"Butte County, CA",6007,85+ years,2006,775,5155,85,0.15033947623666344
"Butte County, CA",6007,85+ years,2007,728,5319,85,0.13686783229930438
"Butte County, CA",6007,85+ years,2008,761,5459,85,0.13940282102949259
"Butte County, CA",6007,85+ years,2009,775,5603,85,0.13831875780831698
"Butte County, CA",6007,85+ years,2010,719,5670,85,0.12680776014109346
"Butte County, CA",6007,85+ years,2011,752,5724,85,0.13137665967854648
"Butte County, CA",6007,85+ years,2012,796,5849,85,0.13609163959651221
"Butte County, CA",6007,85+ years,2013,872,5809,85,0.15011189533482527
"Butte County, CA",6007,85+ years,2014,706,5831,85,0.12107700222946322
"Butte County, CA",6007,85+ years,2015,822,5836,85,0.14084989718985608
"Butte County, CA",6007,85+ years,2016,853,5755,85,0.14821894005212857
"Calaveras County, CA",6009,25-34 years,2016,12,4152,25,0.002890173410404624
"Calaveras County, CA",6009,35-44 years,1999,20,6010,35,0.0033277870216306157
"Calaveras County, CA",6009,35-44 years,2000,15,5953,35,0.0025197379472534855
"Calaveras County, CA",6009,35-44 years,2001,15,5822,35,0.002576434215046376
"Calaveras County, CA",6009,35-44 years,2002,13,5740,35,0.002264808362369338
"Calaveras County, CA",6009,35-44 years,2003,16,5694,35,0.0028099754127151387
"Calaveras County, CA",6009,35-44 years,2004,18,5616,35,0.003205128205128205
"Calaveras County, CA",6009,35-44 years,2005,10,5570,35,0.0017953321364452424
"Calaveras County, CA",6009,35-44 years,2006,16,5534,35,0.0028912179255511385
"Calaveras County, CA",6009,35-44 years,2008,11,5071,35,0.0021691973969631237
"Calaveras County, CA",6009,35-44 years,2012,10,4191,35,0.0023860653781913625
"Calaveras County, CA",6009,35-44 years,2013,10,4088,35,0.002446183953033268
"Calaveras County, CA",6009,35-44 years,2015,10,4033,35,0.002479543763947434
"Calaveras County, CA",6009,45-54 years,1999,23,6612,45,0.0034785238959467633
"Calaveras County, CA",6009,45-54 years,2000,30,6868,45,0.004368083867210251
"Calaveras County, CA",6009,45-54 years,2001,26,7215,45,0.0036036036036036037
"Calaveras County, CA",6009,45-54 years,2002,36,7370,45,0.004884667571234735
"Calaveras County, CA",6009,45-54 years,2003,35,7662,45,0.004567997911772383
"Calaveras County, CA",6009,45-54 years,2004,34,7785,45,0.004367373153500321
"Calaveras County, CA",6009,45-54 years,2005,37,7913,45,0.004675849867306963
"Calaveras County, CA",6009,45-54 years,2006,35,8066,45,0.004339201586908009
"Calaveras County, CA",6009,45-54 years,2007,30,8048,45,0.003727634194831014
"Calaveras County, CA",6009,45-54 years,2008,24,8036,45,0.0029865604778496766
"Calaveras County, CA",6009,45-54 years,2009,39,7690,45,0.0050715214564369315
"Calaveras County, CA",6009,45-54 years,2010,33,7565,45,0.004362194315928619
"Calaveras County, CA",6009,45-54 years,2011,34,7123,45,0.00477326968973747
"Calaveras County, CA",6009,45-54 years,2012,24,6799,45,0.003529930872187086
"Calaveras County, CA",6009,45-54 years,2013,31,6498,45,0.0047706986765158515
"Calaveras County, CA",6009,45-54 years,2014,20,6227,45,0.003211819495744339
"Calaveras County, CA",6009,45-54 years,2015,23,5983,45,0.003844225305030921
"Calaveras County, CA",6009,45-54 years,2016,25,5872,45,0.0042574931880109
"Calaveras County, CA",6009,55-64 years,1999,45,5537,55,0.008127144663175004
"Calaveras County, CA",6009,55-64 years,2000,35,5761,55,0.006075334143377886
"Calaveras County, CA",6009,55-64 years,2001,53,6011,55,0.008817168524371985
"Calaveras County, CA",6009,55-64 years,2002,61,6402,55,0.009528272414870352
"Calaveras County, CA",6009,55-64 years,2003,49,6720,55,0.007291666666666667
"Calaveras County, CA",6009,55-64 years,2004,38,7145,55,0.005318404478656403
"Calaveras County, CA",6009,55-64 years,2005,42,7566,55,0.0055511498810467885
"Calaveras County, CA",6009,55-64 years,2006,56,7865,55,0.007120152574698029
"Calaveras County, CA",6009,55-64 years,2007,63,8074,55,0.007802823879118157
"Calaveras County, CA",6009,55-64 years,2008,61,8182,55,0.007455389880224884
"Calaveras County, CA",6009,55-64 years,2009,62,8369,55,0.00740829250806548
"Calaveras County, CA",6009,55-64 years,2010,53,8458,55,0.00626625679829747
"Calaveras County, CA",6009,55-64 years,2011,76,8547,55,0.008892008892008892
"Calaveras County, CA",6009,55-64 years,2012,64,8448,55,0.007575757575757576
"Calaveras County, CA",6009,55-64 years,2013,62,8435,55,0.0073503260225251926
"Calaveras County, CA",6009,55-64 years,2014,66,8424,55,0.007834757834757835
"Calaveras County, CA",6009,55-64 years,2015,65,8494,55,0.0076524605603955735
"Calaveras County, CA",6009,55-64 years,2016,66,8511,55,0.007754670426506873
"Calaveras County, CA",6009,65-74 years,1999,106,4313,65,0.024576860653837237
"Calaveras County, CA",6009,65-74 years,2000,95,4322,65,0.021980564553447476
"Calaveras County, CA",6009,65-74 years,2001,68,4364,65,0.015582034830430797
"Calaveras County, CA",6009,65-74 years,2002,81,4421,65,0.018321646686270076
"Calaveras County, CA",6009,65-74 years,2003,65,4662,65,0.013942513942513942
"Calaveras County, CA",6009,65-74 years,2004,77,4779,65,0.01611215735509521
"Calaveras County, CA",6009,65-74 years,2005,79,4832,65,0.01634933774834437
"Calaveras County, CA",6009,65-74 years,2006,87,4981,65,0.017466372214414775
"Calaveras County, CA",6009,65-74 years,2007,84,5244,65,0.016018306636155607
"Calaveras County, CA",6009,65-74 years,2008,103,5457,65,0.018874839655488362
"Calaveras County, CA",6009,65-74 years,2009,87,5668,65,0.015349329569513057
"Calaveras County, CA",6009,65-74 years,2010,90,5809,65,0.015493200206576003
"Calaveras County, CA",6009,65-74 years,2011,93,6056,65,0.01535667107001321
"Calaveras County, CA",6009,65-74 years,2012,92,6459,65,0.014243690973834959
"Calaveras County, CA",6009,65-74 years,2013,105,6678,65,0.015723270440251572
"Calaveras County, CA",6009,65-74 years,2014,99,6975,65,0.014193548387096775
"Calaveras County, CA",6009,65-74 years,2015,99,7246,65,0.013662710460943969
"Calaveras County, CA",6009,65-74 years,2016,132,7476,65,0.01765650080256822
"Calaveras County, CA",6009,75-84 years,1999,117,2358,75,0.04961832061068702
"Calaveras County, CA",6009,75-84 years,2000,105,2400,75,0.04375
"Calaveras County, CA",6009,75-84 years,2001,115,2435,75,0.04722792607802875
"Calaveras County, CA",6009,75-84 years,2002,129,2502,75,0.05155875299760192
"Calaveras County, CA",6009,75-84 years,2003,122,2489,75,0.04901566894335074
"Calaveras County, CA",6009,75-84 years,2004,116,2514,75,0.046141607000795545
"Calaveras County, CA",6009,75-84 years,2005,103,2551,75,0.04037632301058409
"Calaveras County, CA",6009,75-84 years,2006,121,2569,75,0.047100038925652
"Calaveras County, CA",6009,75-84 years,2007,107,2632,75,0.040653495440729485
"Calaveras County, CA",6009,75-84 years,2008,120,2737,75,0.043843624406284254
"Calaveras County, CA",6009,75-84 years,2009,149,2742,75,0.054339897884755656
"Calaveras County, CA",6009,75-84 years,2010,100,2784,75,0.035919540229885055
"Calaveras County, CA",6009,75-84 years,2011,109,2857,75,0.03815190759537977
"Calaveras County, CA",6009,75-84 years,2012,105,2932,75,0.035811732605729875
"Calaveras County, CA",6009,75-84 years,2013,130,3102,75,0.041908446163765316
"Calaveras County, CA",6009,75-84 years,2014,129,3163,75,0.040784065760354093
"Calaveras County, CA",6009,75-84 years,2015,133,3291,75,0.040413248252810695
"Calaveras County, CA",6009,75-84 years,2016,137,3334,75,0.04109178164367126
"Calaveras County, CA",6009,85+ years,1999,96,629,85,0.15262321144674085
"Calaveras County, CA",6009,85+ years,2000,90,649,85,0.1386748844375963
"Calaveras County, CA",6009,85+ years,2001,82,700,85,0.11714285714285715
"Calaveras County, CA",6009,85+ years,2002,96,734,85,0.1307901907356948
"Calaveras County, CA",6009,85+ years,2003,106,808,85,0.1311881188118812
"Calaveras County, CA",6009,85+ years,2004,123,813,85,0.15129151291512916
"Calaveras County, CA",6009,85+ years,2005,103,871,85,0.1182548794489093
"Calaveras County, CA",6009,85+ years,2006,130,902,85,0.14412416851441243
"Calaveras County, CA",6009,85+ years,2007,103,900,85,0.11444444444444445
"Calaveras County, CA",6009,85+ years,2008,130,889,85,0.14623172103487064
"Calaveras County, CA",6009,85+ years,2009,124,949,85,0.13066385669125394
"Calaveras County, CA",6009,85+ years,2010,137,972,85,0.14094650205761317
"Calaveras County, CA",6009,85+ years,2011,125,999,85,0.12512512512512514
"Calaveras County, CA",6009,85+ years,2012,139,1042,85,0.13339731285988485
"Calaveras County, CA",6009,85+ years,2013,151,1023,85,0.14760508308895406
"Calaveras County, CA",6009,85+ years,2014,143,1044,85,0.13697318007662834
"Calaveras County, CA",6009,85+ years,2015,119,1055,85,0.11279620853080569
"Calaveras County, CA",6009,85+ years,2016,145,1082,85,0.13401109057301294
"Colusa County, CA",6011,45-54 years,1999,11,2190,45,0.00502283105022831
"Colusa County, CA",6011,45-54 years,2001,10,2350,45,0.00425531914893617
"Colusa County, CA",6011,45-54 years,2003,14,2547,45,0.005496662740478995
"Colusa County, CA",6011,45-54 years,2006,11,2785,45,0.0039497307001795335
"Colusa County, CA",6011,45-54 years,2007,16,2797,45,0.00572041473006793
"Colusa County, CA",6011,45-54 years,2008,14,2775,45,0.005045045045045045
"Colusa County, CA",6011,45-54 years,2010,12,2767,45,0.0043368268883267076
"Colusa County, CA",6011,45-54 years,2011,12,2739,45,0.004381161007667032
"Colusa County, CA",6011,45-54 years,2013,13,2683,45,0.004845322400298174
"Colusa County, CA",6011,45-54 years,2016,10,2627,45,0.003806623524933384
"Colusa County, CA",6011,55-64 years,1999,13,1431,55,0.009084556254367574
"Colusa County, CA",6011,55-64 years,2000,14,1465,55,0.00955631399317406
"Colusa County, CA",6011,55-64 years,2001,12,1501,55,0.007994670219853431
