county,code,age_group,year,deaths,pop,age,mx
"Fresno County, CA",6019,65-74 years,2003,983,41970,65,0.023421491541577317
"Fresno County, CA",6019,65-74 years,2004,910,42606,65,0.021358494108810966
"Fresno County, CA",6019,65-74 years,2005,896,42932,65,0.020870213360663376
"Fresno County, CA",6019,65-74 years,2006,905,43637,65,0.020739280885487085
"Fresno County, CA",6019,65-74 years,2007,944,44616,65,0.021158328850636544
"Fresno County, CA",6019,65-74 years,2008,899,46360,65,0.019391716997411563
"Fresno County, CA",6019,65-74 years,2009,906,48178,65,0.018805263813358796
"Fresno County, CA",6019,65-74 years,2010,913,49499,65,0.018444817067011454
"Fresno County, CA",6019,65-74 years,2011,912,51872,65,0.0175817396668723
"Fresno County, CA",6019,65-74 years,2012,976,55097,65,0.017714213115051638
"Fresno County, CA",6019,65-74 years,2013,1066,58177,65,0.018323392405933617
"Fresno County, CA",6019,65-74 years,2014,1081,61216,65,0.01765878201777313
"Fresno County, CA",6019,65-74 years,2015,1160,64411,65,0.018009346229681266
"Fresno County, CA",6019,65-74 years,2016,1229,67461,65,0.018217933324439307
"Fresno County, CA",6019,75-84 years,1999,1523,27935,75,0.05451942008233399
"Fresno County, CA",6019,75-84 years,2000,1524,28331,75,0.05379266527831704
"Fresno County, CA",6019,75-84 years,2001,1493,29322,75,0.05091739990450856
"Fresno County, CA",6019,75-84 years,2002,1601,29908,75,0.05353082787214123
"Fresno County, CA",6019,75-84 years,2003,1551,30442,75,0.05094934629787793
"Fresno County, CA",6019,75-84 years,2004,1558,30643,75,0.05084358581078876
"Fresno County, CA",6019,75-84 years,2005,1579,31011,75,0.050917416400632035
"Fresno County, CA",6019,75-84 years,2006,1519,30895,75,0.04916653180126234
"Fresno County, CA",6019,75-84 years,2007,1468,30784,75,0.047687110187110186
"Fresno County, CA",6019,75-84 years,2008,1451,30450,75,0.04765188834154351
"Fresno County, CA",6019,75-84 years,2009,1430,30328,75,0.04715114745449749
"Fresno County, CA",6019,75-84 years,2010,1412,30304,75,0.046594508975712774
"Fresno County, CA",6019,75-84 years,2011,1422,30546,75,0.046552740129640544
"Fresno County, CA",6019,75-84 years,2012,1419,30748,75,0.04614934304670223
"Fresno County, CA",6019,75-84 years,2013,1456,31043,75,0.04690268337467384
"Fresno County, CA",6019,75-84 years,2014,1420,31524,75,0.04504504504504504
"Fresno County, CA",6019,75-84 years,2015,1427,32121,75,0.0444257650758071
"Fresno County, CA",6019,75-84 years,2016,1406,32928,75,0.04269922254616132
"Fresno County, CA",6019,85+ years,1999,1464,9472,85,0.1545608108108108
"Fresno County, CA",6019,85+ years,2000,1438,9707,85,0.14814051715257032
"Fresno County, CA",6019,85+ years,2001,1496,9965,85,0.1501254390366282
"Fresno County, CA",6019,85+ years,2002,1535,10090,85,0.15213082259663033
"Fresno County, CA",6019,85+ years,2003,1557,10376,85,0.15005782575173476
"Fresno County, CA",6019,85+ years,2004,1568,10551,85,0.14861150601838688
"Fresno County, CA",6019,85+ years,2005,1565,11124,85,0.14068680330816252
"Fresno County, CA",6019,85+ years,2006,1706,11501,85,0.1483349273976176
"Fresno County, CA",6019,85+ years,2007,1686,12050,85,0.1399170124481328
"Fresno County, CA",6019,85+ years,2008,1827,12683,85,0.1440510920129307
"Fresno County, CA",6019,85+ years,2009,1814,13205,85,0.13737220749716017
"Fresno County, CA",6019,85+ years,2010,1804,13618,85,0.13247172859450726
"Fresno County, CA",6019,85+ years,2011,1919,14054,85,0.136544755941369
"Fresno County, CA",6019,85+ years,2012,1988,14401,85,0.13804596902992847
"Fresno County, CA",6019,85+ years,2013,2067,14526,85,0.1422965716646014
"Fresno County, CA",6019,85+ years,2014,1943,14910,85,0.13031522468142187
"Fresno County, CA",6019,85+ years,2015,1998,15315,85,0.13046033300685603
"Fresno County, CA",6019,85+ years,2016,2033,15682,85,0.1296390766483867
"Glenn County, CA",6021,35-44 years,2000,10,3885,35,0.002574002574002574
"Glenn County, CA",6021,35-44 years,2001,10,3755,35,0.002663115845539281
"Glenn County, CA",6021,35-44 years,2005,10,3691,35,0.00270929287455974
"Glenn County, CA",6021,35-44 years,2007,10,3518,35,0.0028425241614553724
"Glenn County, CA",6021,45-54 years,1999,11,3130,45,0.003514376996805112
"Glenn County, CA",6021,45-54 years,2000,21,3203,45,0.006556353418669997
"Glenn County, CA",6021,45-54 years,2001,12,3361,45,0.0035703659625111574
"Glenn County, CA",6021,45-54 years,2002,23,3419,45,0.006727113190991518
"Glenn County, CA",6021,45-54 years,2003,13,3557,45,0.003654765251616531
"Glenn County, CA",6021,45-54 years,2004,18,3609,45,0.004987531172069825
"Glenn County, CA",6021,45-54 years,2005,23,3691,45,0.006231373611487402
"Glenn County, CA",6021,45-54 years,2006,24,3748,45,0.0064034151547491995
"Glenn County, CA",6021,45-54 years,2007,14,3818,45,0.003666841278156103
"Glenn County, CA",6021,45-54 years,2008,11,3847,45,0.0028593709383935534
"Glenn County, CA",6021,45-54 years,2009,15,3858,45,0.0038880248833592537
"Glenn County, CA",6021,45-54 years,2010,24,3835,45,0.006258148631029987
"Glenn County, CA",6021,45-54 years,2011,17,3764,45,0.004516471838469713
"Glenn County, CA",6021,45-54 years,2012,14,3679,45,0.0038053818972546886
"Glenn County, CA",6021,45-54 years,2013,12,3601,45,0.0033324076645376284
"Glenn County, CA",6021,45-54 years,2014,15,3510,45,0.004273504273504274
"Glenn County, CA",6021,45-54 years,2015,14,3403,45,0.004114017043784896
"Glenn County, CA",6021,45-54 years,2016,10,3335,45,0.0029985007496251873
"Glenn County, CA",6021,55-64 years,1999,18,2215,55,0.008126410835214447
"Glenn County, CA",6021,55-64 years,2000,26,2273,55,0.011438627364716234
"Glenn County, CA",6021,55-64 years,2001,17,2348,55,0.007240204429301534
"Glenn County, CA",6021,55-64 years,2002,22,2459,55,0.008946726311508743
"Glenn County, CA",6021,55-64 years,2003,21,2539,55,0.008270972823946435
"Glenn County, CA",6021,55-64 years,2004,20,2653,55,0.007538635506973238
"Glenn County, CA",6021,55-64 years,2005,24,2785,55,0.008617594254937163
"Glenn County, CA",6021,55-64 years,2006,25,2833,55,0.008824567596187787
"Glenn County, CA",6021,55-64 years,2007,25,2922,55,0.008555783709787816
"Glenn County, CA",6021,55-64 years,2008,29,3045,55,0.009523809523809525
"Glenn County, CA",6021,55-64 years,2009,30,3187,55,0.009413241292751805
"Glenn County, CA",6021,55-64 years,2010,29,3251,55,0.008920332205475239
"Glenn County, CA",6021,55-64 years,2011,22,3424,55,0.006425233644859813
"Glenn County, CA",6021,55-64 years,2012,35,3458,55,0.010121457489878543
"Glenn County, CA",6021,55-64 years,2013,35,3484,55,0.010045924225028703
"Glenn County, CA",6021,55-64 years,2014,37,3507,55,0.010550327915597377
"Glenn County, CA",6021,55-64 years,2015,32,3559,55,0.00899128968811464
"Glenn County, CA",6021,55-64 years,2016,34,3591,55,0.009468114731272625
"Glenn County, CA",6021,65-74 years,1999,42,1815,65,0.023140495867768594
"Glenn County, CA",6021,65-74 years,2000,51,1794,65,0.028428093645484948
"Glenn County, CA",6021,65-74 years,2001,38,1742,65,0.021814006888633754
"Glenn County, CA",6021,65-74 years,2002,42,1760,65,0.023863636363636365
"Glenn County, CA",6021,65-74 years,2003,41,1760,65,0.023295454545454546
"Glenn County, CA",6021,65-74 years,2004,44,1789,65,0.024594745667970933
"Glenn County, CA",6021,65-74 years,2005,29,1796,65,0.016146993318485525
"Glenn County, CA",6021,65-74 years,2006,36,1830,65,0.019672131147540985
"Glenn County, CA",6021,65-74 years,2007,31,1839,65,0.016856987493202826
"Glenn County, CA",6021,65-74 years,2008,39,1939,65,0.020113460546673543
"Glenn County, CA",6021,65-74 years,2009,43,2012,65,0.021371769383697812
"Glenn County, CA",6021,65-74 years,2010,36,2046,65,0.017595307917888565
"Glenn County, CA",6021,65-74 years,2011,42,2087,65,0.020124580737901295
"Glenn County, CA",6021,65-74 years,2012,40,2153,65,0.018578727357176035
"Glenn County, CA",6021,65-74 years,2013,43,2249,65,0.019119608714984436
"Glenn County, CA",6021,65-74 years,2014,52,2313,65,0.02248162559446606
"Glenn County, CA",6021,65-74 years,2015,49,2387,65,0.020527859237536656
"Glenn County, CA",6021,65-74 years,2016,38,2460,65,0.015447154471544716
"Glenn County, CA",6021,75-84 years,1999,83,1196,75,0.06939799331103678
"Glenn County, CA",6021,75-84 years,2000,83,1203,75,0.06899418121363259
"Glenn County, CA",6021,75-84 years,2001,71,1202,75,0.05906821963394343
"Glenn County, CA",6021,75-84 years,2002,59,1235,75,0.04777327935222672
"Glenn County, CA",6021,75-84 years,2003,69,1283,75,0.05378020265003897
"Glenn County, CA",6021,75-84 years,2004,77,1244,75,0.06189710610932476
"Glenn County, CA",6021,75-84 years,2005,73,1253,75,0.05826017557861133
"Glenn County, CA",6021,75-84 years,2006,65,1231,75,0.05280259951259139
"Glenn County, CA",6021,75-84 years,2007,57,1235,75,0.046153846153846156
"Glenn County, CA",6021,75-84 years,2008,73,1210,75,0.0603305785123967
"Glenn County, CA",6021,75-84 years,2009,52,1170,75,0.044444444444444446
"Glenn County, CA",6021,75-84 years,2010,57,1185,75,0.04810126582278481
"Glenn County, CA",6021,75-84 years,2011,53,1213,75,0.043693322341302555
"Glenn County, CA",6021,75-84 years,2012,54,1244,75,0.04340836012861737
"Glenn County, CA",6021,75-84 years,2013,58,1259,75,0.046068308181096106
"Glenn County, CA",6021,75-84 years,2014,66,1289,75,0.05120248254460822
"Glenn County, CA",6021,75-84 years,2015,71,1293,75,0.05491105955143078
"Glenn County, CA",6021,75-84 years,2016,54,1334,75,0.04047976011994003
"Glenn County, CA",6021,85+ years,1999,72,432,85,0.16666666666666666
"Glenn County, CA",6021,85+ years,2000,63,433,85,0.14549653579676675
"Glenn County, CA",6021,85+ years,2001,66,449,85,0.14699331848552338
"Glenn County, CA",6021,85+ years,2002,61,438,85,0.13926940639269406
"Glenn County, CA",6021,85+ years,2003,72,438,85,0.1643835616438356
"Glenn County, CA",6021,85+ years,2004,68,435,85,0.15632183908045977
"Glenn County, CA",6021,85+ years,2005,62,443,85,0.1399548532731377
"Glenn County, CA",6021,85+ years,2006,75,469,85,0.15991471215351813
"Glenn County, CA",6021,85+ years,2007,74,481,85,0.15384615384615385
"Glenn County, CA",6021,85+ years,2008,67,486,85,0.13786008230452676
"Glenn County, CA",6021,85+ years,2009,60,495,85,0.12121212121212122
"Glenn County, CA",6021,85+ years,2010,59,506,85,0.116600790513834
"Glenn County, CA",6021,85+ years,2011,78,521,85,0.14971209213051823
"Glenn County, CA",6021,85+ years,2012,68,528,85,0.12878787878787878
"Glenn County, CA",6021,85+ years,2013,78,553,85,0.1410488245931284
"Glenn County, CA",6021,85+ years,2014,79,539,85,0.14656771799628943
"Glenn County, CA",6021,85+ years,2015,82,541,85,0.15157116451016636
"Glenn County, CA",6021,85+ years,2016,99,558,85,0.1774193548387097
"Humboldt County, CA",6023,< 1 year,2000,10,1336,0,0.0074850299401197605
"Humboldt County, CA",6023,< 1 year,2003,16,1456,0,0.01098901098901099
"Humboldt County, CA",6023,< 1 year,2007,11,1613,0,0.006819590824550527
"Humboldt County, CA",6023,< 1 year,2008,10,1612,0,0.00620347394540943
"Humboldt County, CA",6023,< 1 year,2010,11,1519,0,0.007241606319947334
"Humboldt County, CA",6023,< 1 year,2012,12,1422,0,0.008438818565400843
"Humboldt County, CA",6023,< 1 year,2014,11,1472,0,0.007472826086956522
"Humboldt County, CA",6023,< 1 year,2015,10,1476,0,0.006775067750677507
"Humboldt County, CA",6023,15-19 years,2003,10,10628,15,9.40910801656003e-4
"Humboldt County, CA",6023,15-19 years,2006,11,10273,15,0.0010707680327070963
"Humboldt County, CA",6023,15-19 years,2007,10,10156,15,9.846396218983853e-4
"Humboldt County, CA",6023,20-24 years,2000,11,11209,20,9.813542688910696e-4
"Humboldt County, CA",6023,20-24 years,2001,15,11875,20,0.0012631578947368421
"Humboldt County, CA",6023,20-24 years,2002,13,12450,20,0.0010441767068273093
"Humboldt County, CA",6023,20-24 years,2005,14,13053,20,0.001072550371562093
"Humboldt County, CA",6023,20-24 years,2008,17,12316,20,0.0013803182851575186
"Humboldt County, CA",6023,20-24 years,2011,19,12681,20,0.0014983045501143443
"Humboldt County, CA",6023,20-24 years,2014,14,13457,20,0.0010403507468232146
"Humboldt County, CA",6023,20-24 years,2016,11,13128,20,8.379037172455819e-4
"Humboldt County, CA",6023,25-34 years,1999,20,16466,25,0.0012146240738491437
"Humboldt County, CA",6023,25-34 years,2000,22,16016,25,0.0013736263736263737
"Humboldt County, CA",6023,25-34 years,2001,29,15781,25,0.0018376528737088903
"Humboldt County, CA",6023,25-34 years,2002,23,15950,25,0.0014420062695924764
"Humboldt County, CA",6023,25-34 years,2003,19,16204,25,0.0011725499876573686
"Humboldt County, CA",6023,25-34 years,2004,25,16755,25,0.0014920919128618322
"Humboldt County, CA",6023,25-34 years,2005,28,17240,25,0.0016241299303944316
"Humboldt County, CA",6023,25-34 years,2006,21,17493,25,0.0012004801920768306
"Humboldt County, CA",6023,25-34 years,2007,35,17919,25,0.0019532339974328923
"Humboldt County, CA",6023,25-34 years,2008,31,18572,25,0.0016691794098643118
"Humboldt County, CA",6023,25-34 years,2009,26,19285,25,0.0013481980814104226
"Humboldt County, CA",6023,25-34 years,2010,25,19995,25,0.001250312578144536
"Humboldt County, CA",6023,25-34 years,2011,24,19596,25,0.001224739742804654
"Humboldt County, CA",6023,25-34 years,2012,32,18927,25,0.0016907063982670258
"Humboldt County, CA",6023,25-34 years,2013,34,18472,25,0.0018406236466002599
"Humboldt County, CA",6023,25-34 years,2014,30,18307,25,0.001638717430491069
"Humboldt County, CA",6023,25-34 years,2015,37,18201,25,0.0020328553376188123
"Humboldt County, CA",6023,25-34 years,2016,32,18402,25,0.0017389414194109336
"Humboldt County, CA",6023,35-44 years,1999,47,19172,35,0.0024514917588149385
"Humboldt County, CA",6023,35-44 years,2000,60,18679,35,0.003212163392044542
"Humboldt County, CA",6023,35-44 years,2001,63,17902,35,0.0035191598704055415
"Humboldt County, CA",6023,35-44 years,2002,39,17282,35,0.00225668325425298
"Humboldt County, CA",6023,35-44 years,2003,57,16781,35,0.0033966986472796614
"Humboldt County, CA",6023,35-44 years,2004,53,16401,35,0.003231510273763795
"Humboldt County, CA",6023,35-44 years,2005,37,16043,35,0.0023063018138752105
"Humboldt County, CA",6023,35-44 years,2006,39,15831,35,0.0024635209399279895
"Humboldt County, CA",6023,35-44 years,2007,43,15397,35,0.0027927518347730077
"Humboldt County, CA",6023,35-44 years,2008,45,15110,35,0.0029781601588352085
"Humboldt County, CA",6023,35-44 years,2009,32,15034,35,0.0021285087135825462
"Humboldt County, CA",6023,35-44 years,2010,41,15068,35,0.0027209981417573668
"Humboldt County, CA",6023,35-44 years,2011,28,15312,35,0.0018286311389759666
"Humboldt County, CA",6023,35-44 years,2012,39,15599,35,0.002500160266683762
"Humboldt County, CA",6023,35-44 years,2013,49,15849,35,0.003091677708372768
"Humboldt County, CA",6023,35-44 years,2014,41,16136,35,0.0025409023301933564
"Humboldt County, CA",6023,35-44 years,2015,45,16557,35,0.002717883674578728
"Humboldt County, CA",6023,35-44 years,2016,49,17118,35,0.00286248393503914
"Humboldt County, CA",6023,45-54 years,1999,91,19268,45,0.004722856549719743
"Humboldt County, CA",6023,45-54 years,2000,101,19861,45,0.005085343134786768
"Humboldt County, CA",6023,45-54 years,2001,99,20467,45,0.004837054771094933
"Humboldt County, CA",6023,45-54 years,2002,112,20473,45,0.005470619840765887
"Humboldt County, CA",6023,45-54 years,2003,111,20665,45,0.005371400919428986
"Humboldt County, CA",6023,45-54 years,2004,118,20613,45,0.005724542764274972
"Humboldt County, CA",6023,45-54 years,2005,112,20462,45,0.005473560746750073
"Humboldt County, CA",6023,45-54 years,2006,116,20278,45,0.00572048525495611
"Humboldt County, CA",6023,45-54 years,2007,134,19990,45,0.006703351675837919
"Humboldt County, CA",6023,45-54 years,2008,110,19505,45,0.005639579594975647
"Humboldt County, CA",6023,45-54 years,2009,113,18983,45,0.005952694516146026
"Humboldt County, CA",6023,45-54 years,2010,109,18749,45,0.0058136433943143636
"Humboldt County, CA",6023,45-54 years,2011,95,17740,45,0.005355129650507328
"Humboldt County, CA",6023,45-54 years,2012,92,16919,45,0.005437673621372422
"Humboldt County, CA",6023,45-54 years,2013,94,16283,45,0.005772891973223607
"Humboldt County, CA",6023,45-54 years,2014,100,15736,45,0.006354855109303508
"Humboldt County, CA",6023,45-54 years,2015,86,15275,45,0.005630114566284779
"Humboldt County, CA",6023,45-54 years,2016,97,15059,45,0.00644133076565509
"Humboldt County, CA",6023,55-64 years,1999,123,10900,55,0.01128440366972477
"Humboldt County, CA",6023,55-64 years,2000,132,11111,55,0.011880118801188012
"Humboldt County, CA",6023,55-64 years,2001,150,11650,55,0.012875536480686695
"Humboldt County, CA",6023,55-64 years,2002,134,12823,55,0.010449972705295173
"Humboldt County, CA",6023,55-64 years,2003,161,13636,55,0.011806981519507187
"Humboldt County, CA",6023,55-64 years,2004,140,14541,55,0.00962794855924627
"Humboldt County, CA",6023,55-64 years,2005,149,15563,55,0.00957398959069588
"Humboldt County, CA",6023,55-64 years,2006,162,16459,55,0.009842639285497296
"Humboldt County, CA",6023,55-64 years,2007,178,17219,55,0.010337417968523143
"Humboldt County, CA",6023,55-64 years,2008,205,17958,55,0.01141552511415525
"Humboldt County, CA",6023,55-64 years,2009,178,18744,55,0.00949637217242851
"Humboldt County, CA",6023,55-64 years,2010,177,19373,55,0.00913642698601146
"Humboldt County, CA",6023,55-64 years,2011,193,20005,55,0.009647588102974256
"Humboldt County, CA",6023,55-64 years,2012,205,19774,55,0.010367148781227875
"Humboldt County, CA",6023,55-64 years,2013,247,19714,55,0.012529167089378106
"Humboldt County, CA",6023,55-64 years,2014,201,19429,55,0.010345360028822893
"Humboldt County, CA",6023,55-64 years,2015,213,19276,55,0.011050010375596596
"Humboldt County, CA",6023,55-64 years,2016,229,19054,55,0.012018473811273224
"Humboldt County, CA",6023,65-74 years,1999,186,8139,65,0.02285293033542204
"Humboldt County, CA",6023,65-74 years,2000,225,8020,65,0.02805486284289277
"Humboldt County, CA",6023,65-74 years,2001,225,7974,65,0.028216704288939052
"Humboldt County, CA",6023,65-74 years,2002,203,8076,65,0.025136206042595345
"Humboldt County, CA",6023,65-74 years,2003,198,8171,65,0.024232040141965488
"Humboldt County, CA",6023,65-74 years,2004,209,8227,65,0.025404157043879907
"Humboldt County, CA",6023,65-74 years,2005,177,8278,65,0.02138197632278328
"Humboldt County, CA",6023,65-74 years,2006,188,8416,65,0.022338403041825095
"Humboldt County, CA",6023,65-74 years,2007,212,8708,65,0.024345429490124023
"Humboldt County, CA",6023,65-74 years,2008,182,9080,65,0.020044052863436124
"Humboldt County, CA",6023,65-74 years,2009,212,9410,65,0.022529224229543038
"Humboldt County, CA",6023,65-74 years,2010,183,9671,65,0.018922551959466447
"Humboldt County, CA",6023,65-74 years,2011,214,10186,65,0.02100922835264088
"Humboldt County, CA",6023,65-74 years,2012,217,11060,65,0.019620253164556962
"Humboldt County, CA",6023,65-74 years,2013,218,11755,65,0.018545299872394727
"Humboldt County, CA",6023,65-74 years,2014,241,12559,65,0.01918942590970619
"Humboldt County, CA",6023,65-74 years,2015,278,13490,65,0.020607857672349888
"Humboldt County, CA",6023,65-74 years,2016,280,14222,65,0.019687807621994093
"Humboldt County, CA",6023,75-84 years,1999,357,5721,75,0.062401678028316726
"Humboldt County, CA",6023,75-84 years,2000,322,5755,75,0.055951346655082536
"Humboldt County, CA",6023,75-84 years,2001,355,5827,75,0.060923288141410674
"Humboldt County, CA",6023,75-84 years,2002,339,5827,75,0.05817744980264287
"Humboldt County, CA",6023,75-84 years,2003,329,5886,75,0.055895344886170574
"Humboldt County, CA",6023,75-84 years,2004,354,5839,75,0.06062681966090084
"Humboldt County, CA",6023,75-84 years,2005,308,5882,75,0.05236314178850731
"Humboldt County, CA",6023,75-84 years,2006,341,5840,75,0.05839041095890411
"Humboldt County, CA",6023,75-84 years,2007,300,5777,75,0.05193006750908776
"Humboldt County, CA",6023,75-84 years,2008,315,5710,75,0.05516637478108581
"Humboldt County, CA",6023,75-84 years,2009,299,5566,75,0.05371900826446281
"Humboldt County, CA",6023,75-84 years,2010,279,5489,75,0.050828930588449624
"Humboldt County, CA",6023,75-84 years,2011,279,5387,75,0.05179134954520141
"Humboldt County, CA",6023,75-84 years,2012,325,5389,75,0.060308034885878645
"Humboldt County, CA",6023,75-84 years,2013,273,5419,75,0.05037829857907363
"Humboldt County, CA",6023,75-84 years,2014,279,5436,75,0.05132450331125828
"Humboldt County, CA",6023,75-84 years,2015,238,5538,75,0.04297580353918382
"Humboldt County, CA",6023,75-84 years,2016,286,5649,75,0.05062842981058594
"Humboldt County, CA",6023,85+ years,1999,316,1946,85,0.16238437821171633
"Humboldt County, CA",6023,85+ years,2000,307,2001,85,0.15342328835582209
"Humboldt County, CA",6023,85+ years,2001,347,2034,85,0.17059980334316618
"Humboldt County, CA",6023,85+ years,2002,330,2078,85,0.1588065447545717
"Humboldt County, CA",6023,85+ years,2003,335,2112,85,0.15861742424242425
"Humboldt County, CA",6023,85+ years,2004,332,2184,85,0.152014652014652
"Humboldt County, CA",6023,85+ years,2005,342,2223,85,0.15384615384615385
"Humboldt County, CA",6023,85+ years,2006,357,2315,85,0.15421166306695464
"Humboldt County, CA",6023,85+ years,2007,361,2340,85,0.15427350427350428
"Humboldt County, CA",6023,85+ years,2008,400,2441,85,0.1638672675133142
"Humboldt County, CA",6023,85+ years,2009,350,2527,85,0.13850415512465375
"Humboldt County, CA",6023,85+ years,2010,350,2565,85,0.1364522417153996
"Humboldt County, CA",6023,85+ years,2011,338,2654,85,0.12735493594574226
"Humboldt County, CA",6023,85+ years,2012,351,2694,85,0.13028953229398663
"Humboldt County, CA",6023,85+ years,2013,370,2703,85,0.1368849426563078
"Humboldt County, CA",6023,85+ years,2014,366,2739,85,0.13362541073384446
"Humboldt County, CA",6023,85+ years,2015,370,2739,85,0.13508579773640014
"Humboldt County, CA",6023,85+ years,2016,368,2747,85,0.13396432471787403
"Imperial County, CA",6025,< 1 year,1999,12,2184,0,0.005494505494505495
"Imperial County, CA",6025,< 1 year,2000,12,2138,0,0.005612722170252572
"Imperial County, CA",6025,< 1 year,2001,16,2474,0,0.0064672594987873885
"Imperial County, CA",6025,< 1 year,2002,10,2449,0,0.004083299305839118
"Imperial County, CA",6025,< 1 year,2003,12,2616,0,0.0045871559633027525
"Imperial County, CA",6025,< 1 year,2004,16,2669,0,0.005994754589733983
"Imperial County, CA",6025,< 1 year,2005,10,2706,0,0.003695491500369549
"Imperial County, CA",6025,< 1 year,2006,19,2605,0,0.007293666026871401
"Imperial County, CA",6025,< 1 year,2007,16,2628,0,0.0060882800608828
"Imperial County, CA",6025,< 1 year,2008,14,2799,0,0.005001786352268668
"Imperial County, CA",6025,< 1 year,2010,15,2613,0,0.0057405281285878304
"Imperial County, CA",6025,< 1 year,2011,12,3077,0,0.003899902502437439
"Imperial County, CA",6025,< 1 year,2013,10,2968,0,0.0033692722371967657
"Imperial County, CA",6025,< 1 year,2015,11,3243,0,0.0033919210607462227
"Imperial County, CA",6025,< 1 year,2016,15,3150,0,0.004761904761904762
"Imperial County, CA",6025,20-24 years,2002,10,10666,20,9.375585974123383e-4
"Imperial County, CA",6025,20-24 years,2003,10,11327,20,8.828462964597864e-4
"Imperial County, CA",6025,20-24 years,2004,12,11954,20,0.001003848084323239
"Imperial County, CA",6025,20-24 years,2005,12,12197,20,9.838484873329507e-4
"Imperial County, CA",6025,20-24 years,2006,14,12563,20,0.0011143835071240945
"Imperial County, CA",6025,20-24 years,2008,11,12662,20,8.68741115147686e-4
"Imperial County, CA",6025,20-24 years,2010,11,13188,20,8.340915984228086e-4
"Imperial County, CA",6025,20-24 years,2014,11,14457,20,7.608770837656499e-4
"Imperial County, CA",6025,25-34 years,1999,20,21048,25,9.502090459901178e-4
"Imperial County, CA",6025,25-34 years,2000,20,20908,25,9.565716472163765e-4
"Imperial County, CA",6025,25-34 years,2001,13,20708,25,6.277767046552057e-4
"Imperial County, CA",6025,25-34 years,2002,22,20609,25,0.0010674947838323063
"Imperial County, CA",6025,25-34 years,2003,16,20767,25,7.704531227428131e-4
"Imperial County, CA",6025,25-34 years,2004,24,21161,25,0.001134161901611455
"Imperial County, CA",6025,25-34 years,2005,26,21638,25,0.0012015897957297348
"Imperial County, CA",6025,25-34 years,2006,25,22090,25,0.0011317338162064282
"Imperial County, CA",6025,25-34 years,2007,15,22877,25,6.556803776718975e-4
"Imperial County, CA",6025,25-34 years,2008,18,23300,25,7.725321888412017e-4
"Imperial County, CA",6025,25-34 years,2009,25,23922,25,0.0010450631218125574
"Imperial County, CA",6025,25-34 years,2010,18,24197,25,7.438938711410505e-4
"Imperial County, CA",6025,25-34 years,2011,14,24623,25,5.685740973886204e-4
"Imperial County, CA",6025,25-34 years,2012,17,24913,25,6.823746638301288e-4
"Imperial County, CA",6025,25-34 years,2013,24,24830,25,9.665726943213854e-4
"Imperial County, CA",6025,25-34 years,2014,22,25320,25,8.688783570300158e-4
"Imperial County, CA",6025,25-34 years,2015,23,25699,25,8.949764582279466e-4
"Imperial County, CA",6025,25-34 years,2016,21,26111,25,8.042587415265596e-4
"Imperial County, CA",6025,35-44 years,1999,43,22085,35,0.0019470228661987775
"Imperial County, CA",6025,35-44 years,2000,40,22393,35,0.001786272495869245
"Imperial County, CA",6025,35-44 years,2001,36,22115,35,0.001627854397467782
"Imperial County, CA",6025,35-44 years,2002,47,21924,35,0.0021437693851486953
"Imperial County, CA",6025,35-44 years,2003,41,21996,35,0.0018639752682305874
"Imperial County, CA",6025,35-44 years,2004,39,22114,35,0.0017635886768562902
"Imperial County, CA",6025,35-44 years,2005,31,22321,35,0.0013888266654719771
"Imperial County, CA",6025,35-44 years,2006,39,22692,35,0.001718667371760973
"Imperial County, CA",6025,35-44 years,2007,33,22861,35,0.0014435064082936005
"Imperial County, CA",6025,35-44 years,2008,40,22835,35,0.0017516969564265383
"Imperial County, CA",6025,35-44 years,2009,27,22811,35,0.0011836394721844723
"Imperial County, CA",6025,35-44 years,2010,30,22941,35,0.0013077023669412842
"Imperial County, CA",6025,35-44 years,2011,25,22505,35,0.001110864252388358
"Imperial County, CA",6025,35-44 years,2012,34,22228,35,0.0015296023034011158
"Imperial County, CA",6025,35-44 years,2013,30,21620,35,0.0013876040703052729
"Imperial County, CA",6025,35-44 years,2014,36,21538,35,0.0016714643885226111
"Imperial County, CA",6025,35-44 years,2015,35,21529,35,0.0016257141530029262
"Imperial County, CA",6025,35-44 years,2016,43,21603,35,0.001990464287367495
"Imperial County, CA",6025,45-54 years,1999,84,15560,45,0.005398457583547558
"Imperial County, CA",6025,45-54 years,2000,77,16150,45,0.0047678018575851395
"Imperial County, CA",6025,45-54 years,2001,72,16853,45,0.004272236397080639
"Imperial County, CA",6025,45-54 years,2002,77,17403,45,0.0044245245072688615
"Imperial County, CA",6025,45-54 years,2003,77,18279,45,0.004212484271568466
"Imperial County, CA",6025,45-54 years,2004,77,18855,45,0.004083797401219835
"Imperial County, CA",6025,45-54 years,2005,91,19607,45,0.0046411995715815784
"Imperial County, CA",6025,45-54 years,2006,86,20392,45,0.004217340133385641
"Imperial County, CA",6025,45-54 years,2007,102,21050,45,0.004845605700712589
"Imperial County, CA",6025,45-54 years,2008,62,21710,45,0.0028558268079226165
"Imperial County, CA",6025,45-54 years,2009,81,22264,45,0.0036381602587136183
"Imperial County, CA",6025,45-54 years,2010,78,22497,45,0.003467128950526737
"Imperial County, CA",6025,45-54 years,2011,77,22049,45,0.0034922218694725385
